tracking_timestamp_us,left_yaw_rads_cpf,right_yaw_rads_cpf,pitch_rads_cpf,depth_m,left_yaw_low_rads_cpf,right_yaw_low_rads_cpf,pitch_low_rads_cpf,left_yaw_high_rads_cpf,right_yaw_high_rads_cpf,pitch_high_rads_cpf,tx_left_eye_cpf,ty_left_eye_cpf,tz_left_eye_cpf,tx_right_eye_cpf,ty_right_eye_cpf,tz_right_eye_cpf,session_uid
6058606844,0.3717716932296753,0.33771711587905884,-0.20619142055511475,1.7676648082848854,0.3023390769958496,0.3037059307098389,-0.25151801109313965,0.4284452199935913,0.37147027254104614,-0.14170923829078674,0.0315,0.0,0.0,-0.0315,0.0,0.0,60e69ba7-66e9-4b95-a77e-34151dec225c
6058706828,0.36857247352600103,0.3291030824184418,-0.20270729064941406,1.5275608704147554,0.30695492029190063,0.2248876690864563,-0.2670293152332306,0.4181743264198303,0.4238933324813843,-0.09759517014026642,0.0315,0.0,0.0,-0.0315,0.0,0.0,60e69ba7-66e9-4b95-a77e-34151dec225c
6058806812,0.3422746658325195,0.32454514503479004,-0.20848357677459714,3.4240608598310827,0.279039204120636,0.24982766807079315,-0.26436978578567505,0.39364326000213623,0.3936873078346253,-0.1214054673910141,0.0315,0.0,0.0,-0.0315,0.0,0.0,60e69ba7-66e9-4b95-a77e-34151dec225c
6058906796,0.3375226557254791,0.31969931721687317,-0.20064282417297366,3.4068851098143984,0.2966988682746887,0.2535667419433594,-0.2491912841796875,0.3702355623245239,0.3807961344718933,-0.13083048164844513,0.0315,0.0,0.0,-0.0315,0.0,0.0,60e69ba7-66e9-4b95-a77e-34151dec225c
6059006780,0.3296574652194977,0.30971336364746094,-0.19480438530445102,3.0508349214170245,0.2860985994338989,0.2764515280723572,-0.2342700958251953,0.3640874326229095,0.342218279838562,-0.14369907975196838,0.0315,0.0,0.0,-0.0315,0.0,0.0,60e69ba7-66e9-4b95-a77e-34151dec225c
6059106764,0.2464311718940735,0.20471009612083435,0.06712319701910019,1.4747157937094098,0.221023291349411,0.1649796962738037,0.028657451272010807,0.2700866758823395,0.24558649957180026,0.10984544456005096,0.0315,0.0,0.0,-0.0315,0.0,0.0,60e69ba7-66e9-4b95-a77e-34151dec225c
6059206748,0.2855682671070099,0.2372322529554367,0.14690253138542175,1.2716485159196649,0.2560482323169708,0.20354317128658295,0.1092795878648758,0.3127330541610718,0.2728238105773926,0.18461884558200836,0.0315,0.0,0.0,-0.0315,0.0,0.0,60e69ba7-66e9-4b95-a77e-34151dec225c
6059306732,0.3049497604370117,0.2685692310333252,0.1826289594173431,1.6866549068135075,0.2772760987281799,0.241259828209877,0.14826540648937225,0.3308652937412262,0.2989417910575867,0.21936310827732086,0.0315,0.0,0.0,-0.0315,0.0,0.0,60e69ba7-66e9-4b95-a77e-34151dec225c
6059406716,0.3204549252986908,0.2849101424217224,0.1839330494403839,1.7181244961764672,0.2938382625579834,0.25366151332855225,0.14832091331481936,0.345515638589859,0.31915873289108276,0.2229502648115158,0.0315,0.0,0.0,-0.0315,0.0,0.0,60e69ba7-66e9-4b95-a77e-34151dec225c
6059506700,0.3279846608638763,0.32657939195632935,-0.038740798830986016,4.0,0.2993650436401367,0.30027368664741516,-0.07087333500385284,0.35406264662742615,0.35442817211151123,-0.009614091366529465,0.0315,0.0,0.0,-0.0315,0.0,0.0,60e69ba7-66e9-4b95-a77e-34151dec225c
