frame_num,tracking_timestamp_us,x,y
0,6058606844,478.55723554123756,770.4769427832116
1,6058706828,485.47549019286225,768.7314802734103
2,6058806812,483.7118120402313,770.1024320746185
3,6058906796,486.66820049016496,765.1880283858079
4,6059006780,493.5908412919755,761.6437016235236
5,6059106764,559.882616448141,598.5385024819384
6,6059206748,537.9052873148191,547.3773024090364
7,6059306732,513.1356175291202,523.6227157516992
8,6059406716,501.85996268160216,523.0474490979644
9,6059506700,480.034754929889,664.9000221812651
10,6059606684,484.44765739448303,649.9197814923773
11,6059706668,489.9686356938889,657.0615865536934
12,6059806652,587.6626997489827,676.169926662524
13,6059906636,608.1779787268437,669.4980272632492
14,6060006620,660.8308050875163,836.4464477313719
15,6060106604,654.36408976307,779.102492850844
16,6060206588,773.4135924881912,788.7286115767644
17,6060306572,769.039985076771,754.6971772826491
18,6060406556,778.7684093988972,735.949222160011
19,6060506540,885.2354208215258,936.2835660413037
20,6060606524,922.3473051347287,852.2467453805978
21,6060706508,788.5223438118846,1061.1399353468025
22,6060806492,811.0407886060361,1005.5349241726303
23,6060906476,787.7976931644159,948.2199271863369
24,6061006460,874.9304758315265,961.8969563420812
25,6061106444,855.6321227636766,944.1915697650379
26,6061206428,815.1321062845022,881.9274811899868
27,6061306412,775.2020400131487,908.5885285672182
28,6061406396,678.2179339467491,903.8976288155676
29,6061506380,677.8723662606806,893.8149573335211
30,6061606364,667.3782442098689,891.9741141910253
31,6061706348,698.9517787258794,843.421078408202
32,6061806332,702.1330125573702,852.5808932955341
33,6061906316,718.9859306094027,869.3226560683839
34,6062006300,601.5731959716592,579.4506893327634
35,6062106284,618.7026175179984,628.7073717160163
36,6062206268,675.9329687130836,692.6567225735919
37,6062306252,534.8861779144424,548.6462019907106
38,6062406236,570.5774241295592,612.6226049557337
39,6062506220,554.9231921856339,508.6621234285017
40,6062606204,594.579817444017,481.38162209899275
41,6062706188,608.0520522845204,505.3008621966314
42,6062806172,607.4421876040259,495.95491772477317
43,6062906156,573.2267962205356,666.5278067955932
44,6063006140,649.1942084088914,776.2867134994144
45,6063106124,666.262050167851,763.0873436167819
46,6063206108,665.2559624289902,747.8979798635287
47,6063306092,673.7740559023307,744.8435368898702
48,6063406076,672.2169877342285,740.4406203044056
49,6063506060,657.9524375393963,731.5655176416708
50,6063606044,660.7820192227354,721.1027564887413
51,6063706028,677.5546334921293,747.4530605022712
52,6063806012,652.9200335382442,833.1353602062519
53,6063905996,723.334871676092,999.6166329603325
54,6064005980,806.3501004054135,1038.3507918887717
55,6064105964,783.0446381825585,1026.1621498714553
56,6064205948,802.6323892970721,1031.4100619899866
57,6064305932,778.832967333967,997.8815149679592
58,6064405916,624.3123467656648,945.4109003778304
59,6064505900,688.6749425797489,929.9775745264749
60,6064605884,516.4096819197997,912.7742768543599
61,6064705868,535.2137369457042,874.8505008598581
62,6064805852,322.7471110596309,835.3103928026237
63,6064905836,408.3913495046057,788.8764198909017
64,6065005820,362.6359874723589,784.1090119676845
65,6065105804,479.78067748456704,821.2674602389346
66,6065205788,476.65356233540456,784.6922893225707
67,6065305772,535.3513209371099,761.5573575398314
68,6065405756,674.0748614093128,734.5398039863514
69,6065505740,684.3067802644593,741.1401146381561
70,6065605724,483.36379172714476,722.3675324732211
71,6065705708,509.12545991525803,729.6959932112354
72,6065805692,504.88744151958304,730.8491726317762
73,6065905676,723.5304907545798,714.4205966376577
74,6066005660,668.9350714065192,736.1341868883801
75,6066105644,889.4888558738772,818.2482085300377
76,6066205628,1167.3823412414022,880.3889458717075
77,6066305612,1026.133278773739,962.6582706481921
78,6066405596,813.9618888783308,965.0550395447846
79,6066505580,850.1888104414891,1054.8807819556494
80,6066605564,827.5221708985656,1012.5486244026768
81,6066705548,788.7913961874626,1027.2169601814455
82,6066805532,867.2957105968974,961.319728188455
83,6066905516,822.8994694317461,848.7015368400168
84,6067005500,800.2829523339633,911.5619655967794
85,6067105484,679.2981780235981,998.8866552703785
86,6067205468,672.223675762718,1004.1857032161365
87,6067305452,673.2314298238138,1010.2421342259127
88,6067405436,667.7039229201625,1004.9114108406229
89,6067505420,662.5745337712091,1005.495701344646
90,6067605404,650.7812553887856,994.8988611649744
91,6067705388,664.2814433329208,987.9015539809359
92,6067805372,685.944917736376,990.3556269083842
93,6067905356,685.7118958869211,971.2293770301455
94,6068005340,665.8750922711961,999.8107238203568
95,6068105324,704.4174946432946,983.8409845049998
96,6068205308,751.5123217037038,998.8354575804906
