frame_num,tracking_timestamp_us,x,y
0,515244425,804.904200471488,791.2310851551845
1,515344409,759.2802283729945,808.180952888649
2,515444393,731.6225283084298,810.6583719439548
3,515544377,752.899731794117,830.8903390592855
4,515644361,756.6470665383505,828.4969512372064
5,515744345,729.3545245611889,874.8567730159396
6,515844329,749.2170479079996,883.0176788494957
7,515944313,727.6918294973955,895.9299361583434
8,516044297,735.2584713366143,891.1611103464185
9,516144281,771.2985978547493,895.9086901137714
10,516244265,767.309633693711,889.0530938510772
11,516344249,756.900958736727,885.3304607793482
12,516444233,748.7954955817435,871.2916960749432
13,516544217,742.1426089624523,875.0123588690791
14,516644201,745.4440414895671,870.7651104153007
15,516744185,740.3142055086871,863.9709345727761
16,516844169,743.0680758196769,861.9410422045369
17,516944153,721.1203291694472,864.5790039470849
18,517044137,429.6742140466022,884.4239853236819
19,517144121,426.15474470102015,899.2866139725982
20,517244105,531.5419840379767,871.2983558549859
21,517344089,693.4364365771629,831.9437413735411
22,517444073,522.0748632945374,821.7252026786002
23,517544057,263.2752993098727,788.7187776854378
24,517644041,416.96053341751235,742.2374654673025
25,517744025,412.488342957653,770.7874005305018
26,517844009,472.20902265660607,744.4397104114053
27,517943993,493.6361158006897,757.3196010406639
28,518043977,543.539387250347,761.15498847291
29,518143961,756.4034571485741,753.7283383282395
30,518243945,811.1210376603665,782.4247057159187
31,518343929,789.5833688592129,797.3444003813528
32,518443913,783.9353359094418,804.4726615032198
33,518543897,795.8017457570427,708.3508081514693
34,518643881,789.4726533329255,745.7617764020864
35,518743865,761.4159103129801,774.6907376136261
36,518843849,441.4200931156937,903.7508559441164
37,518943833,517.917428345544,904.8178517225614
38,519043817,561.8206530758802,839.4342058288082
39,519143801,613.954495245984,775.2378095885844
40,519243785,644.7120736546617,802.5700278183491
41,519343769,656.1523687092281,809.4281905891985
42,519443753,668.2241326896053,812.4965973699838
43,519543737,678.7828621543326,808.6932339027306
44,519643721,686.7782837416186,810.3150333519001
45,519743705,695.5269902517186,804.7753772825761
46,519843689,703.2540235091644,803.6192770921526
47,519943673,704.2852361424092,797.4728308473511
48,520043657,700.787554129156,795.63032205018
49,520143641,703.0755455417767,796.2496906625101
50,520243625,723.643144234516,804.9981754141756
51,520343609,708.5576061616925,791.8553375943046
52,520443593,655.6241432279356,846.485660313386
53,520543577,633.4405449116551,855.5158961099849
54,520643561,596.9062969690044,884.791307886524
55,520743545,595.2860320103513,904.8338878084166
56,520843529,523.2846982701021,783.2429497460735
57,520943513,510.04833430116753,801.1997957861415
58,521043497,500.3376103030424,809.7998923483226
59,521143481,427.9277787860261,811.3716536790517
60,521243465,373.6344941681648,817.127751307088
61,521343449,369.805635193105,831.9379229691126
62,521443433,754.0826244507031,736.8198628262979
63,521543417,956.6617669945047,822.6578125579807
64,521643401,1022.9242419815471,909.2419110410509
65,521743385,901.7074681351456,949.227565281963
66,521843369,821.4126458002881,938.6028148095933
67,521943353,822.598784439176,892.6268274487904
68,522043337,756.0097839807138,915.8999885573861
69,522143321,715.2463119101185,953.2771005820539
70,522243305,710.4708665478524,948.8661652507757
71,522343289,672.5788723251967,939.6803719545015
72,522443273,649.0454221331408,914.7360071268433
73,522543257,652.5953084826363,930.5667511225756
74,522643241,608.7665180012536,934.0571246740567
75,522743225,671.77776004998,947.0333841882032
76,522843209,719.9520437184701,910.5825733718302
77,522943193,686.3846526610486,911.0707757978045
78,523043177,631.1475024067975,684.9577848479312
79,523143161,137.7917397471474,598.1995980858126
80,523243145,301.86412948938914,633.4016224138526
81,523343129,402.61607382960324,635.6287076938831
82,523443113,433.0718485935465,637.0014493712488
83,523543097,511.10806988932563,723.0114805703985
84,523643081,581.1116834867755,770.2879444666634
85,523743065,598.9183190455201,806.1550872500021
86,523843049,592.293043354784,833.3908337313018
87,523943033,606.4204590491547,828.8441997915772
88,524043017,621.5573140827134,835.3218200886507
89,524143001,627.1364106936823,841.6490655738845
90,524242985,664.7514169938645,818.8314361136581
91,524342969,639.172479777819,825.8753641429709
92,524442953,614.8269337085496,835.5304304584569
93,524542937,978.8230105738626,827.3882917416204
94,524642921,1069.4302729725473,719.7326424567709
95,524742905,1083.4919017039792,796.7260445728699
96,524842889,948.6495371546057,791.0397682319096
97,524942873,1023.6219097906035,760.6304144622435
98,525042857,928.7819734348557,781.3395742026786
99,525142841,914.5331539068891,803.4115002683338
100,525242825,874.568967182668,800.261947148012
101,525342809,797.4100257280804,825.3263327309897
102,525442793,769.3278613324887,834.6970369018475
103,525542777,751.2508664041579,845.4628616506191
104,525642761,766.9841108948925,812.776444615846
105,525742745,752.2131158354408,825.3644275407598
106,525842729,719.5128885725552,851.6578270298877
107,525942713,714.8707480238966,847.7701950807742
108,526042697,684.8885615213511,853.5156053855426
109,526142681,872.0114527911578,964.8441025485919
110,526242665,794.5485973437203,906.2471232803896
111,526342649,747.1985797887423,886.0198036539757
112,526442633,558.7953537234005,818.5532810326786
113,526542617,574.2461202209864,821.9441295812462
114,526642601,587.9196699089478,835.9184100137845
115,526742585,607.5479486791467,852.1190255601191
116,526842569,607.4928000517557,877.3478854581745
117,526942553,659.0691920545814,893.4280170537997
118,527042537,652.309048675862,911.1920228590303
119,527142521,714.9533093629483,943.1901109272246
120,527242505,777.3099443034296,938.5222229856237
121,527342489,699.1166272718929,811.6916572646592
122,527442473,474.11721959940087,778.9219602246749
123,527542457,505.74419342947544,797.6807028084266
124,527642441,606.9434948067575,799.9268063157108
125,527742425,655.8343317019041,820.352653558391
126,527842409,672.5119201838841,815.7292378433069
127,527942393,694.2633297802009,841.3231790431415
128,528042377,705.4049671831714,849.2421482728336
129,528142361,803.867438077398,832.5135174862016
130,528242345,773.3051200290713,839.9106769762218
131,528342329,766.7511253620347,836.6693999329983
132,528442313,767.5290224819371,837.4673124532518
133,528542297,776.6587880008893,838.1764696678711
134,528642281,677.8597365896075,862.61938214722
135,528742265,679.3397937414135,874.6840321725368
136,528842249,661.098051602716,879.7987646129282
137,528942233,661.0206226956104,887.1899581317263
138,529042217,658.2472790220239,878.229136559198
139,529142201,663.4474758700884,879.3023948752318
140,529242185,667.0430272160476,887.5549849622143
141,529342169,670.9323336446027,893.0133574345015
142,529442153,668.3451884436772,895.2932215138952
143,529542137,670.7375198126705,895.4864601314798
144,529642121,652.5549245493863,895.754649993416
145,529742105,661.4846683976222,889.0099091210487
146,529842089,660.3140405508907,898.8936663467766
147,529942073,659.5001889230311,900.0539626462264
148,530042057,657.92358810139,895.1495289990585
149,530142041,657.6409793691873,893.8706779220545
150,530242025,650.7033926964272,892.7535109574461
151,530342009,645.5783535507338,895.870184995727
152,530441993,635.5944773180115,896.4829623131129
153,530541977,611.5470492155592,901.2538425168805
154,530641961,988.581649464197,726.8029258153031
155,530741945,1111.5100998827452,813.6931666938987
156,530841929,1032.2718570540378,793.7157558313477
157,530941913,1026.420314238654,765.4656932875503
158,531041897,977.6858327801791,773.9573034123621
159,531141881,919.6367742326472,751.273573027091
160,531241865,741.8649688221349,785.1919827848999
161,531341849,713.1411386452876,835.7199724160607
162,531441833,725.465669555883,872.6928395563511
163,531541817,757.8941491730816,878.6533393037246
164,531641801,741.7562753411491,880.9595361752737
165,531741785,700.9712457362219,897.3229369736196
166,531841769,683.6944585252563,917.0753913956135
167,531941753,680.1029993589275,918.1816578465628
168,532041737,681.252379766775,919.1111917249762
169,532141721,650.945911571175,909.7013772017506
170,532241705,586.0405468841873,876.4471385840853
171,532341689,873.9848256321498,1008.7801253704803
172,532441673,821.039148720389,992.218058943464
173,532541657,770.6369327549398,956.0760304102439
174,532641641,958.4327601923596,824.5728363205849
175,532741625,922.590769488994,840.8718415808103
176,532841609,504.9067312051443,754.4731936908248
177,532941593,477.914171150925,836.6360464667633
178,533041577,527.0555703208761,844.0494640102222
179,533141561,504.07927177190845,860.8876698871811
180,533241545,515.0022991906168,888.0432752153781
181,533341529,506.9012676836928,918.8216868160486
182,533441513,816.3851593928748,615.1212127885397
183,533541497,1050.053157405805,439.0868133597082
184,533641481,845.0455642915957,459.7152314197283
185,533741465,735.7190752093081,486.8301557141632
186,533841449,806.6123262110898,380.8195364425865
187,533941433,708.3804083293305,418.0800844190629
188,534041417,702.5873293423854,439.325768767027
189,534141401,691.7521732553208,460.85582878644243
190,534241385,733.6588976726572,480.19901655598767
191,534341369,717.4275515596548,503.5154069120102
192,534441353,661.7969663190338,467.86782431812435
193,534541337,661.069328968831,471.7771132231896
194,534641321,655.9844996084353,473.2320234845108
195,534741305,676.2609033670054,468.0419968790038
196,534841289,691.23024077758,469.7153542255571
197,534941273,720.8276013310596,462.7798803967894
198,535041257,758.566326863323,460.90544319734556
199,535141241,802.5243940853096,445.8217794758885
200,535241225,907.7865545644336,429.4374785627261
201,535341209,823.4336195677146,549.7862688994015
202,535441193,744.0279446520536,815.4723490554348
203,535541177,726.3084482815855,904.487000830162
204,535641161,741.9522470586599,884.2145563757057
205,535741145,734.7920753734979,781.6713718193847
206,535841129,340.70660824027914,695.6776982387582
207,535941113,503.1325266441588,696.4181966348269
208,536041097,591.0332815854742,712.1280269116055
209,536141081,650.5457017718616,828.8255564025902
210,536241065,712.5845719044275,941.0382885430782
211,536341049,723.6564822631265,926.2847015424686
212,536441033,704.5444687020113,929.1427255697354
213,536541017,674.8418636298821,922.453394841152
214,536641001,745.706623160376,790.645533008942
215,536740985,715.9048804242982,806.3481961540907
216,536840969,709.1202559395429,844.005279007104
217,536940953,703.7671852022999,847.646740451614
218,537040937,698.9595777955797,855.897649714084
219,537140921,697.380854475852,870.8107676118041
220,537240905,699.8921721142808,883.3168198226617
221,537340889,698.1826283225445,889.7776151087756
222,537440873,699.2625860550168,893.1555233435915
223,537540857,696.0257700881705,892.6177721209763
224,537640841,693.6341801641701,890.5643272695115
225,537740825,681.9655508895684,886.8455583243428
226,537840809,668.8160860385696,884.8696565687751
227,537940793,656.4679248713692,970.7088409313326
228,538040777,669.5030918568633,952.1498872568656
229,538140761,712.066317952432,968.3375538776452
230,538240745,692.6331463247785,955.5986588561095
231,538340729,703.351580402888,959.0022348051446
232,538440713,709.6729099518218,972.2116081517082
233,538540697,859.3379080891457,682.0282065890484
234,538640681,1163.916256919932,484.29451789638455
235,538740665,1116.959643133911,423.52149102703953
236,538840649,1083.1070212133789,446.54634374104626
237,538940633,994.3000634221474,414.9438292739334
238,539040617,932.4052163292163,415.982983813411
239,539140601,874.2054584397516,591.4626697283451
240,539240585,775.0716487315735,879.19210566372
241,539340569,727.3453385012831,843.7592944495487
242,539440553,705.8900293361868,872.4834002663824
243,539540537,750.0823895098536,906.8100249961866
244,539640521,816.4773642594695,886.4772308463882
245,539740505,820.3183922530143,921.8457491084858
246,539840489,830.2292705582441,633.0415231780942
247,539940473,718.6169817818441,396.81992093875095
248,540040457,725.8036965181262,450.82420806545076
