tracking_timestamp_us,left_yaw_rads_cpf,right_yaw_rads_cpf,pitch_rads_cpf,depth_m,left_yaw_low_rads_cpf,right_yaw_low_rads_cpf,pitch_low_rads_cpf,left_yaw_high_rads_cpf,right_yaw_high_rads_cpf,pitch_high_rads_cpf,tx_left_eye_cpf,ty_left_eye_cpf,tz_left_eye_cpf,tx_right_eye_cpf,ty_right_eye_cpf,tz_right_eye_cpf,session_uid
515244425,-0.20641039407093245,-0.13536332502853549,-0.3242141528832059,0.9201028272155382,-0.23186533482538876,-0.15732582041670645,-0.358398825956615,-0.18148239621621887,-0.11314772458685975,-0.27449596124743303,0.0315,0.0,0.0,-0.0315,0.0,0.0,9baef7f9-3d9a-45a1-9fda-3816212a182d
515344409,-0.16193718261534498,-0.06984072460610434,-0.3525327410525359,0.7229111276630883,-0.19663914782964328,-0.09125226638956514,-0.3880321840793747,-0.13262862410402523,-0.04808554918915507,-0.29068117535835186,0.0315,0.0,0.0,-0.0315,0.0,0.0,9baef7f9-3d9a-45a1-9fda-3816212a182d
515444393,-0.14044078451073594,-0.03084135597824534,-0.35839302273989204,0.6106830605058199,-0.17025557025926372,-0.05190338661521745,-0.3924815444774019,-0.11383288648673309,-0.009175518758899992,-0.3007324178402912,0.0315,0.0,0.0,-0.0315,0.0,0.0,9baef7f9-3d9a-45a1-9fda-3816212a182d
515544377,-0.1767571120768379,-0.06667493051773422,-0.389649404033775,0.6128199533251447,-0.20693016357469846,-0.08860341072940245,-0.4248492702208637,-0.14883148029198182,-0.044274880326308635,-0.3318153426931547,0.0315,0.0,0.0,-0.0315,0.0,0.0,9baef7f9-3d9a-45a1-9fda-3816212a182d
515644361,-0.18728461152367062,-0.07415681595293076,-0.38656914762810257,0.5947707274388506,-0.21496496865927883,-0.09648208037134548,-0.42108992367004716,-0.16129682416920724,-0.05140054383435036,-0.331075859268095,0.0315,0.0,0.0,-0.0315,0.0,0.0,9baef7f9-3d9a-45a1-9fda-3816212a182d
515744345,-0.15773063008661212,-0.009566517145263678,-0.4549261192686735,0.4705074822152441,-0.18864794691996678,-0.0336360749044123,-0.4909364160499735,-0.13004524652252633,0.015034166912081594,-0.38998968873200784,0.0315,0.0,0.0,-0.0315,0.0,0.0,9baef7f9-3d9a-45a1-9fda-3816212a182d
515844329,-0.18813583494691707,-0.049366383754483004,-0.4675854382897394,0.503463347932819,-0.21538498852610008,-0.07377444534305212,-0.5025279431940232,-0.16244442991222982,-0.02323362177516248,-0.4058665500602401,0.0315,0.0,0.0,-0.0315,0.0,0.0,9baef7f9-3d9a-45a1-9fda-3816212a182d
515944313,-0.14818809592397056,0.015468281546141884,-0.48304065609705504,0.43255358170119984,-0.180356895555263,-0.011501025370527268,-0.5194316325165218,-0.11968183634765032,0.04548054434056632,-0.4117019973936791,0.0315,0.0,0.0,-0.0315,0.0,0.0,9baef7f9-3d9a-45a1-9fda-3816212a182d
516044297,-0.16183800426281872,0.0008466067742153567,-0.47653175115235014,0.4331364521555115,-0.19385558558179164,-0.049850034127245035,-0.5189918397197756,-0.13346516718293827,0.05985763708495849,-0.37988458158896626,0.0315,0.0,0.0,-0.0315,0.0,0.0,9baef7f9-3d9a-45a1-9fda-3816212a182d
516144281,-0.2250649814136601,-0.08817997945026063,-0.4869586239049646,0.5122145601439324,-0.25289166597724894,-0.11529794652644197,-0.5225607611100862,-0.1983400372607556,-0.054563179290686076,-0.4169060888842341,0.0315,0.0,0.0,-0.0315,0.0,0.0,9baef7f9-3d9a-45a1-9fda-3816212a182d
